join_key,commodity,hs_code,tier,date,year_month,actor1,actor1_country,actor2,actor2_country,event_code,event_label,goldstein_scale,num_mentions,avg_tone,location,source_url
0901_202105,Coffee,0901,1,2021-05-18,2021-05,MNCCAN,TIM HORTONS,,,014,,0.0,3,-4.51977401129943,CA,-79.4167
0901_202105,Coffee,0901,1,2021-05-19,2021-05,BUSLEG,COMPANY,,,010,,0.0,5,1.83299389002037,US,-84.5819
0901_202105,Coffee,0901,1,2021-05-19,2021-05,CUB,CUBA,,,051,,3.4,2,1.83299389002037,US,-84.5819
0901_202105,Coffee,0901,1,2021-05-19,2021-05,CUB,CUBA,,,051,,3.4,1,1.83299389002037,JO,36
0901_202105,Coffee,0901,1,2021-05-19,2021-05,FRA,FRANCE,,,0874,,10.0,2,-0.28985507246377,FR,2
0901_202105,Coffee,0901,1,2021-05-19,2021-05,LEG,CONGRESSWOMAN,,,111,,-2.0,8,-7.66283524904215,CH,116.388
0901_202105,Coffee,0901,1,2021-05-19,2021-05,LEG,CONGRESSWOMAN,,,190,,-10.0,4,-7.66283524904215,IS,34.3333
0901_202105,Coffee,0901,1,2021-05-19,2021-05,LEG,CONGRESSWOMAN,,,190,,-10.0,4,-7.66283524904215,IS,34.3333
0901_202105,Coffee,0901,1,2021-05-19,2021-05,MEX,MEXICO,,,193,,-10.0,5,-7.66283524904215,MX,-102
0901_202105,Coffee,0901,1,2021-05-19,2021-05,PTY,DEMOCRATIC PARTY,,,020,,3.0,10,-7.66283524904215,IS,34.3333
0901_202105,Coffee,0901,1,2021-05-19,2021-05,PTY,DEMOCRATIC PARTY,,,1246,,-4.0,10,-7.66283524904215,IS,34.3333
0901_202105,Coffee,0901,1,2021-05-19,2021-05,USALEG,UNITED STATES,,,111,,-2.0,2,-7.66283524904215,CH,116.388
0901_202105,Coffee,0901,1,2021-05-19,2021-05,USALEG,UNITED STATES,,,190,,-10.0,2,-7.66283524904215,IS,34.3333
0901_202105,Coffee,0901,1,2021-05-20,2021-05,BUS,BUSINESS,,,020,,3.0,4,2.88065843621399,US,-81.319
0901_202105,Coffee,0901,1,2021-05-20,2021-05,BUS,BUSINESS,,,020,,3.0,6,2.88065843621399,US,-81.717
0901_202105,Coffee,0901,1,2021-05-20,2021-05,USA,UNITED STATES,,,010,,0.0,5,2.88065843621399,US,-81.3792
0901_202105,Coffee,0901,1,2021-05-20,2021-05,USA,UNITED STATES,,,013,,0.4,2,2.88065843621399,US,-81.3792
0901_202105,Coffee,0901,1,2021-05-20,2021-05,USA,UNITED STATES,,,051,,3.4,4,2.88065843621399,US,-81.319
0901_202105,Coffee,0901,1,2021-05-20,2021-05,USA,UNITED STATES,,,172,Impose embargo,-5.0,2,2.88065843621399,US,-81.3792
0901_202105,Coffee,0901,1,2021-05-26,2021-05,LAB,WORKER,,,1721,,-5.0,5,-7.91666666666667,,
0901_202106,Coffee,0901,1,2021-06-07,2021-06,LAB,WORKER,,,172,Impose embargo,-5.0,1,-1.53061224489796,US,-81.717
0901_202106,Coffee,0901,1,2021-06-07,2021-06,LAB,WORKER,,,172,Impose embargo,-5.0,1,-1.53061224489796,US,-81.717
0901_202106,Coffee,0901,1,2021-06-07,2021-06,LAB,WORKER,,,172,Impose embargo,-5.0,1,-1.53061224489796,US,-89.0022
0901_202106,Coffee,0901,1,2021-06-07,2021-06,USA,ILLINOIS,,,010,,0.0,1,-1.53061224489796,US,-81.717
0901_202106,Coffee,0901,1,2021-06-07,2021-06,USA,UNITED STATES,,,172,Impose embargo,-5.0,1,-1.53061224489796,US,-81.717
0901_202106,Coffee,0901,1,2021-06-07,2021-06,USA,UNITED STATES,,,172,Impose embargo,-5.0,1,-1.53061224489796,US,-89.0022
