cmd_code,search_term,term_type,language,priority,is_active,source,notes
89,shipbuilding,primary,en,1,1,curated,
89,container ships,primary,en,1,1,curated,
89,tankers,primary,en,1,1,curated,
89,boats,synonym,en,3,1,extracted,
89,floating,synonym,en,3,1,extracted,
89,structures,synonym,en,3,1,extracted,
90,medical devices,primary,en,1,1,curated,
90,optical instruments,primary,en,1,1,curated,
90,lithography machines,primary,en,1,1,curated,
90,apparatus,synonym,en,3,1,extracted,
90,checking,synonym,en,3,1,extracted,
90,cinematographic,synonym,en,3,1,extracted,
90,instruments,synonym,en,3,1,extracted,
90,measuring,synonym,en,3,1,extracted,
90,medical,synonym,en,3,1,extracted,
90,optical,synonym,en,3,1,extracted,
90,parts,synonym,en,3,1,extracted,
90,photographic,synonym,en,3,1,extracted,
90,surgical,synonym,en,3,1,extracted,
91,clocks,primary,en,3,1,extracted,
91,clocks watches,primary,en,4,1,extracted,
91,watches,primary,en,3,1,extracted,
92,instruments,primary,en,3,1,extracted,
92,musical,primary,en,3,1,extracted,
92,musical instruments,primary,en,4,1,extracted,
92,parts,primary,en,3,1,extracted,
93,arms,primary,en,1,1,curated,
93,weapons,primary,en,1,1,curated,
93,ammunition,primary,en,1,1,curated,
93,firearms,primary,en,1,1,curated,
93,military equipment,primary,en,1,1,curated,
93,arms ammunition,synonym,en,4,1,extracted,
94,bedding,primary,en,3,1,extracted,
94,buildings,primary,en,3,1,extracted,
94,cushions,primary,en,3,1,extracted,
94,furnishings,primary,en,3,1,extracted,
94,furniture,primary,en,3,1,extracted,
94,illuminated,primary,en,3,1,extracted,
94,lamps,primary,en,3,1,extracted,
94,lamps lighting,primary,en,4,1,extracted,
94,lighting,primary,en,3,1,extracted,
94,mattress,primary,en,3,1,extracted,
94,mattresses,primary,en,3,1,extracted,
94,name-plates,primary,en,3,1,extracted,
94,prefabricated,primary,en,3,1,extracted,
94,prefabricated buildings,primary,en,4,1,extracted,
94,signs,primary,en,3,1,extracted,
95,games,primary,en,3,1,extracted,
95,requisites,primary,en,3,1,extracted,
95,sports,primary,en,3,1,extracted,
95,toys,primary,en,3,1,extracted,
96,manufactured,primary,en,3,1,extracted,
97,antiques,primary,en,3,1,extracted,
97,collectors,primary,en,3,1,extracted,
97,collectors pieces antiques,primary,en,4,1,extracted,
97,pieces,primary,en,3,1,extracted,
97,works,primary,en,3,1,extracted,
97,works art,primary,en,4,1,extracted,
99,according,primary,en,3,1,extracted,
99,commodities,primary,en,3,1,extracted,
99,commodities according,primary,en,4,1,extracted,
